"","date","plate"
"96470","2013-07-13","SHRTDRAW"
"96471","2013-07-13","110H"
"96472","2013-07-13","VMGD"
"96473","2013-07-13","NEWARK"
"96474","2013-07-16","MIN10N"
"96475","2013-07-16","MYULHD"
"96476","2013-07-16","P1P2"
"96477","2013-07-16","FOP1NY"
"96478","2013-07-16","SUZJOY"
"96479","2013-07-16","BOZDAY"
"96480","2013-07-16","BRO69"
"96481","2013-07-16","T01481"
"96482","2013-07-16","CHANTS"
"96483","2013-07-16","VN101"
"96484","2013-07-16","V8LOL"
"96485","2013-07-16","IDF101"
"96486","2013-07-16","CUPKAK"
"96487","2013-07-16","JACKY1"
"96488","2013-07-16","JAGX"
"96489","2013-07-16","YLAKE"
"96490","2013-07-16","YNKY8"
"96491","2013-07-16","DEVOX"
"96492","2013-07-16","DJE571"
"96493","2013-07-16","DUZONE"
"96494","2013-07-16","2ELVIS"
"96495","2013-07-16","34CAMS"
"96496","2013-07-16","LSMC"
"96497","2013-07-16","55EVR"
"96498","2013-07-16","NCV"
"96499","2013-07-16","NF9132"
"96500","2013-07-16","NKRLL"
"96501","2013-07-16","NYY81"
"96502","2013-07-16","REBORN"
"96503","2013-07-16","REDXJS"
"96504","2013-07-16","RGD22"
"96505","2013-07-16","ROBIN"
"96506","2013-07-16","SAND63"
"96507","2013-07-16","SHEMA"
"96508","2013-07-16","AAPLRKS"
"96509","2013-07-16","SHYRN38"
"96510","2013-07-16","SING2ND"
"96511","2013-07-16","SINICPA"
"96512","2013-07-16","SLAYERRR"
"96513","2013-07-16","SLVCLD"
"96514","2013-07-16","SMMINI"
"96515","2013-07-16","SPLIT63"
"96516","2013-07-16","SPOOL1N"
"96517","2013-07-16","SP1VIC"
"96518","2013-07-16","SRIYA"
"96519","2013-07-16","FIFTYFAW"
"96520","2013-07-16","ARELIS"
"96521","2013-07-16","ASK2"
"96522","2013-07-16","SULTN786"
"96523","2013-07-16","SUPERFOH"
"96524","2013-07-16","A1PIANO"
"96525","2013-07-16","FSTBLSPL"
"96526","2013-07-16","BAGIGI"
"96527","2013-07-16","GATTOLLC"
"96528","2013-07-16","THAIBOX2"
"96529","2013-07-16","THEBOYZ3"
"96530","2013-07-16","THEPUB"
"96531","2013-07-16","GMANNN"
"96532","2013-07-16","BKHAN93"
"96533","2013-07-16","GRASLOOT"
"96534","2013-07-16","GREYHND5"
"96535","2013-07-16","GRNGOBLN"
"96536","2013-07-16","BOATING"
"96537","2013-07-16","TYP3R"
"96538","2013-07-16","UNBR1DLD"
"96539","2013-07-16","UWLLBEOK"
"96540","2013-07-16","VALSRYD"
"96541","2013-07-16","CANTCCME"
"96542","2013-07-16","CARRMINE"
"96543","2013-07-16","CBIC47"
"96544","2013-07-16","HUHWHAT"
"96545","2013-07-16","HUNTEM"
"96546","2013-07-16","IAMREDDY"
"96547","2013-07-16","CHULETA"
"96548","2013-07-16","WBE750"
"96549","2013-07-16","CONCRTE"
"96550","2013-07-16","WSHKSPR"
"96551","2013-07-16","JADLP62"
"96552","2013-07-16","YIAYIA11"
"96553","2013-07-16","JF1GR8"
"96554","2013-07-16","ZOHSIX"
"96555","2013-07-16","JLM1968"
"96556","2013-07-16","ZUKIX90"
"96557","2013-07-16","01DSNGRL"
"96558","2013-07-16","DJTUNEZ"
"96559","2013-07-16","DOPETL"
"96560","2013-07-16","JUZPAINT"
"96561","2013-07-16","J3WE1L"
"96562","2013-07-16","KJM40"
"96563","2013-07-16","2DARROW"
"96564","2013-07-16","2HARPS"
"96565","2013-07-16","KRYSWYN2"
"96566","2013-07-16","K1LLSV8"
"96567","2013-07-16","LAVENOUS"
"96568","2013-07-16","3GEN426"
"96569","2013-07-16","LEP2"
"96570","2013-07-16","LHK19"
"96571","2013-07-16","LIFFEY13"
"96572","2013-07-16","4CHR1SSY"
"96573","2013-07-16","LKPK"
"96574","2013-07-16","LL8338"
"96575","2013-07-16","LOCAL138"
"96576","2013-07-16","LONDNRIO"
"96577","2013-07-16","LRC"
"96578","2013-07-16","LUCYG"
"96579","2013-07-16","5TEVEO"
"96580","2013-07-16","60FC170"
"96581","2013-07-16","64NOVA"
"96582","2013-07-16","64PONY"
"96583","2013-07-16","MANG10NE"
"96584","2013-07-16","MAU5TRAP"
"96585","2013-07-16","MDB9"
"96586","2013-07-16","8226CKL"
"96587","2013-07-16","943SHARK"
"96588","2013-07-16","MNTNMAN"
"96589","2013-07-16","MOMMOY6"
"96590","2013-07-16","MORESNOW"
"96591","2013-07-16","MRRUBIN"
"96592","2013-07-16","MSUBOB"
"96593","2013-07-16","MY2RESQS"
"96594","2013-07-16","NANNI8"
"96595","2013-07-16","NEWMEE"
"96596","2013-07-16","NOSPD3"
"96597","2013-07-16","OHUCME"
"96598","2013-07-16","OILBAD"
"96599","2013-07-16","OLIMITZ"
"96600","2013-07-16","PACKFAN1"
"96601","2013-07-16","PGARULES"
"96602","2013-07-16","PIPERBTQ"
"96603","2013-07-16","POORCAT"
"96604","2013-07-16","PR1USKLR"
"96605","2013-07-16","QUICK2V"
"96606","2013-07-16","RNAINC"
"96607","2013-07-16","RSLCLP"
"96608","2013-07-16","RUB1OUT"
"96609","2013-07-16","R524664"
"96610","2013-07-16","SALSAEZ"
"96611","2013-07-16","SA522PA"
"96612","2013-07-16","SGM17"
"96613","2013-07-16","FTJ920"
"96614","2013-07-16","KEN709"
"96615","2013-07-16","RFB60"
"96616","2013-07-17","FLHRKC"
"96617","2013-07-17","BCS041"
"96618","2013-07-17","BOOKS5"
"96619","2013-07-17","CVFFSS"
"96620","2013-07-17","YANGEL"
"96621","2013-07-17","LILONE"
"96622","2013-07-17","MICKY"
"96623","2013-07-17","PSMART"
"96624","2013-07-17","SIRPNT"
"96625","2013-07-17","ADAVD"
"96626","2013-07-17","ALL1NN"
"96627","2013-07-17","FBRAGG"
"96628","2013-07-17","ARMY64"
"96629","2013-07-17","ARRGO"
"96630","2013-07-17","BADMNI"
"96631","2013-07-17","HFD465"
"96632","2013-07-17","WAC37"
"96633","2013-07-17","XD"
"96634","2013-07-17","C141B"
"96635","2013-07-17","JANKEE"
"96636","2013-07-17","JIM69"
"96637","2013-07-17","DMJ"
"96638","2013-07-17","1LMF"
"96639","2013-07-17","1REESE"
"96640","2013-07-17","11RS"
"96641","2013-07-17","17PAS"
"96642","2013-07-17","KRIYA"
"96643","2013-07-17","LACY"
"96644","2013-07-17","42RETD"
"96645","2013-07-17","MSGT4"
"96646","2013-07-17","MSTEK"
"96647","2013-07-17","NORATZ"
"96648","2013-07-17","ONMYWY"
"96649","2013-07-17","QV8KC"
"96650","2013-07-17","RRB01"
"96651","2013-07-17","RSRLX"
"96652","2013-07-17","ERAY"
"96653","2013-07-17","ETTAMAE"
"96654","2013-07-17","AECOS"
"96655","2013-07-17","AFRIDA22"
"96656","2013-07-17","FARESE"
"96657","2013-07-17","FCS566"
"96658","2013-07-17","ANGRYBEE"
"96659","2013-07-17","ARUBA89"
"96660","2013-07-17","SWOOP1N"
"96661","2013-07-17","BAGAV"
"96662","2013-07-17","GEN3"
"96663","2013-07-17","TEMATICO"
"96664","2013-07-17","TENESACA"
"96665","2013-07-17","BHGLVING"
"96666","2013-07-17","BI0803"
"96667","2013-07-17","BLBEAR"
"96668","2013-07-17","GPT5"
"96669","2013-07-17","GRAVITY4"
"96670","2013-07-17","TOTSIE22"
"96671","2013-07-17","TRINI421"
"96672","2013-07-17","BOB65BUG"
"96673","2013-07-17","BOOMDONE"
"96674","2013-07-17","BOOSTDM3"
"96675","2013-07-17","TWOTWO"
"96676","2013-07-17","CASAMARI"
"96677","2013-07-17","VETBOUND"
"96678","2013-07-17","HOONIN"
"96679","2013-07-17","CAXAP"
"96680","2013-07-17","VIGOR"
"96681","2013-07-17","HUDA"
"96682","2013-07-17","IGOTONE2"
"96683","2013-07-17","CMLM83"
"96684","2013-07-17","COACH325"
"96685","2013-07-17","COYOTE"
"96686","2013-07-17","XXIXX"
"96687","2013-07-17","DANCEMIN"
"96688","2013-07-17","YSSIN"
"96689","2013-07-17","DEPRIVED"
"96690","2013-07-17","JJM60S"
"96691","2013-07-17","JOEZAZA"
"96692","2013-07-17","DM10"
"96693","2013-07-17","DRJ06"
"96694","2013-07-17","JU1688"
"96695","2013-07-17","DRZAP"
"96696","2013-07-17","KAYANI"
"96697","2013-07-17","13USMMA"
"96698","2013-07-17","14COBRA"
"96699","2013-07-17","KHMERZ"
"96700","2013-07-17","ELGATOR"
"96701","2013-07-17","2INFNITY"
"96702","2013-07-17","KR3D"
"96703","2013-07-17","LANGEFAM"
"96704","2013-07-17","LEBOLUX"
"96705","2013-07-17","4HARVICK"
"96706","2013-07-17","L1LPNUTT"
"96707","2013-07-17","65BXNOVA"
"96708","2013-07-17","MASON"
"96709","2013-07-17","MEDIATES"
"96710","2013-07-17","MINIOS"
"96711","2013-07-17","MISBA"
"96712","2013-07-17","MRALLTOW"
"96713","2013-07-17","NFPS"
"96714","2013-07-17","NICEAY"
"96715","2013-07-17","NUSEABRY"
"96716","2013-07-17","NYC555"
"96717","2013-07-17","NY15"
"96718","2013-07-17","PAPADUK"
"96719","2013-07-17","PENNYRCR"
"96720","2013-07-17","PRESTI"
"96721","2013-07-17","QHEFF"
"96722","2013-07-17","RARA135"
"96723","2013-07-17","RAWLAW1"
"96724","2013-07-17","RED1963"
"96725","2013-07-17","REGENT"
"96726","2013-07-17","ROSIEROX"
"96727","2013-07-17","SAMEPGE8"
"96728","2013-07-17","SCHZRMOM"
"96729","2013-07-17","ORAH"
"96730","2013-07-18","BEBB"
"96731","2013-07-18","66SIX"
"96732","2013-07-18","MM3RD"
"96733","2013-07-18","AMRIT1"
"96734","2013-07-18","BG1313"
"96735","2013-07-18","GOOFY6"
"96736","2013-07-18","BLTBIG"
"96737","2013-07-18","UMU185"
"96738","2013-07-18","C8J1B"
"96739","2013-07-18","Y77777"
"96740","2013-07-18","JMN5"
"96741","2013-07-18","1313BG"
"96742","2013-07-18","189NAM"
"96743","2013-07-18","MIPA"
"96744","2013-07-18","M1S1G"
"96745","2013-07-18","M2038Z"
"96746","2013-07-18","SCUBA"
"96747","2013-07-18","ACE0001"
"96748","2013-07-18","SNAPS5"
"96749","2013-07-18","AMALFI"
"96750","2013-07-18","SRTGSS"
"96751","2013-07-18","SRYIML8"
"96752","2013-07-18","SSS9999"
"96753","2013-07-18","FRNCESCA"
"96754","2013-07-18","TDKNEE"
"96755","2013-07-18","GHB225"
"96756","2013-07-18","THEBATT"
"96757","2013-07-18","GOINBIKN"
"96758","2013-07-18","TMCGROUP"
"96759","2013-07-18","TOLOACHE"
"96760","2013-07-18","BLUH2OS"
"96761","2013-07-18","TREED"
"96762","2013-07-18","BNTAVBOB"
"96763","2013-07-18","UUSELESS"
"96764","2013-07-18","HOFF528"
"96765","2013-07-18","HOTRIDE"
"96766","2013-07-18","HS24"
"96767","2013-07-18","CHAO008"
"96768","2013-07-18","HVNSGIRL"
"96769","2013-07-18","H3RCHRGR"
"96770","2013-07-18","V3TB1TC"
"96771","2013-07-18","CHSLIFE2"
"96772","2013-07-18","WELHAM"
"96773","2013-07-18","WGHART"
"96774","2013-07-18","WNYSCCA"
"96775","2013-07-18","JACKIE11"
"96776","2013-07-18","JAIBHIM"
"96777","2013-07-18","JAMAL420"
"96778","2013-07-18","XREALLYX"
"96779","2013-07-18","JASPER2"
"96780","2013-07-18","YANKS42"
"96781","2013-07-18","YIAYIA"
"96782","2013-07-18","ZOHRA"
"96783","2013-07-18","JLU6689"
"96784","2013-07-18","DIVAMEMA"
"96785","2013-07-18","JOESBLWN"
"96786","2013-07-18","1SR45"
"96787","2013-07-18","DSNYFANN"
"96788","2013-07-18","KAREN1"
"96789","2013-07-18","D1VRDOWN"
"96790","2013-07-18","KEN88888"
"96791","2013-07-18","172PILOT"
"96792","2013-07-18","1920RAT"
"96793","2013-07-18","LAMCAM"
"96794","2013-07-18","LASMELLA"
"96795","2013-07-18","LIBBY01"
"96796","2013-07-18","LIKEIN50"
"96797","2013-07-18","LLIB1313"
"96798","2013-07-18","4RDPONY"
"96799","2013-07-18","56CC"
"96800","2013-07-18","LV2TRVEL"
"96801","2013-07-18","59TUB"
"96802","2013-07-18","63RAG"
"96803","2013-07-18","MAMO73"
"96804","2013-07-18","MDANISH"
"96805","2013-07-18","MOYAMOY1"
"96806","2013-07-18","MRSHEFF"
"96807","2013-07-18","MUUURICA"
"96808","2013-07-18","MYLVAD"
"96809","2013-07-18","MY2GURLS"
"96810","2013-07-18","NINE11S"
"96811","2013-07-18","PBAC11"
"96812","2013-07-18","PEGASUSA"
"96813","2013-07-18","PILOTRAJ"
"96814","2013-07-18","PROPERTY"
"96815","2013-07-18","PWILLYS"
"96816","2013-07-18","RANCEVA"
"96817","2013-07-18","RIDE4PIE"
"96818","2013-07-18","RTV2014"
"96819","2013-07-18","SCOTTY"
"96820","2013-07-18","I6"
"96821","2013-07-18","YAH"
"96822","2013-07-19","SLAM1T"
"96823","2013-07-19","DOS3"
"96824","2013-07-19","20DA27"
"96825","2013-07-19","FLCHES"
"96826","2013-07-19","A2M2R2"
"96827","2013-07-19","FTRTAX"
"96828","2013-07-19","TNT4LF"
"96829","2013-07-19","BNEG"
"96830","2013-07-19","TSHABA"
"96831","2013-07-19","VLE706"
"96832","2013-07-19","VTNM67"
"96833","2013-07-19","WS1688"
"96834","2013-07-19","JJRDR"
"96835","2013-07-19","1LTSSG"
"96836","2013-07-19","JURA"
"96837","2013-07-19","210DRV"
"96838","2013-07-19","K94EVR"
"96839","2013-07-19","NYCADI"
"96840","2013-07-19","NYKNG"
"96841","2013-07-19","SHAMAS"
"96842","2013-07-19","ABUMUSA"
"96843","2013-07-19","SINGHNY"
"96844","2013-07-19","SMIRZA"
"96845","2013-07-19","ALLWOOD"
"96846","2013-07-19","STACIET"
"96847","2013-07-19","ASCILI7"
"96848","2013-07-19","FLOSBUG"
"96849","2013-07-19","FLOWFREE"
"96850","2013-07-19","AYANTAQI"
"96851","2013-07-19","SWIMLG"
"96852","2013-07-19","FSBO"
"96853","2013-07-19","SWTNLOW"
"96854","2013-07-19","FYREISLD"
"96855","2013-07-19","BASKENT"
"96856","2013-07-19","BENNTOON"
"96857","2013-07-19","BLAQOUT"
"96858","2013-07-19","GOTDAWGS"
"96859","2013-07-19","BNBFITZ"
"96860","2013-07-19","TYNHONY"
"96861","2013-07-19","HATZOLAH"
"96862","2013-07-19","CADZZILA"
"96863","2013-07-19","CCNY17"
"96864","2013-07-19","HRDWKPAZ"
"96865","2013-07-19","CD427"
"96866","2013-07-19","HZR"
"96867","2013-07-19","IBCRUZN"
"96868","2013-07-19","CITRUS"
"96869","2013-07-19","WEIMAGN"
"96870","2013-07-19","IOWN1T"
"96871","2013-07-19","CULAYTR"
"96872","2013-07-19","ZANNZA"
"96873","2013-07-19","DFL4LIFE"
"96874","2013-07-19","DILL171"
"96875","2013-07-19","JOJODAD"
"96876","2013-07-19","DLMONTE7"
"96877","2013-07-19","1BADLS5"
"96878","2013-07-19","DNT1"
"96879","2013-07-19","DONBB"
"96880","2013-07-19","DOS02"
"96881","2013-07-19","JUGBAND"
"96882","2013-07-19","1NTENSE1"
"96883","2013-07-19","JUNON"
"96884","2013-07-19","JUSTTM"
"96885","2013-07-19","KAYZ"
"96886","2013-07-19","EE"
"96887","2013-07-19","EJBJSB"
"96888","2013-07-19","2GOOD2B"
"96889","2013-07-19","EMBALM9"
"96890","2013-07-19","LAYNLOW"
"96891","2013-07-19","4BIGDIVA"
"96892","2013-07-19","4EVRFWRD"
"96893","2013-07-19","LIVINGOD"
"96894","2013-07-19","4GRIFF"
"96895","2013-07-19","LOVEMYH2"
"96896","2013-07-19","LUVUGRAC"
"96897","2013-07-19","LUXURIUZ"
"96898","2013-07-19","MAKAI2"
"96899","2013-07-19","MA1LMAN"
"96900","2013-07-19","MDNA16"
"96901","2013-07-19","88MILES"
"96902","2013-07-19","MJDFP66"
"96903","2013-07-19","MRMARCOR"
"96904","2013-07-19","MUAAHAHA"
"96905","2013-07-19","MURPHYS5"
"96906","2013-07-19","MUSCLCAR"
"96907","2013-07-19","MZHAPPY"
"96908","2013-07-19","M3R1CA"
"96909","2013-07-19","NOISEMKR"
"96910","2013-07-19","NUNSENSE"
"96911","2013-07-19","PEJR"
"96912","2013-07-19","RIPRTG3"
"96913","2013-07-19","SELHIGH"
"96914","2013-07-19","DUSK"
"96915","2013-07-20","FARHA"
"96916","2013-07-20","BIBA"
"96917","2013-07-20","TIG52"
"96918","2013-07-20","CHUP4"
"96919","2013-07-20","JTP2"
"96920","2013-07-20","DWRECK"
"96921","2013-07-20","4ZA13"
"96922","2013-07-20","9T3VFR"
"96923","2013-07-20","RRIDE"
"96924","2013-07-20","STXVI"
"96925","2013-07-20","GA917"
"96926","2013-07-20","GC2331"
"96927","2013-07-20","HKEMOM"
"96928","2013-07-20","WALT40"
"96929","2013-07-20","WZ2X"
"96930","2013-07-20","XCLUSV"
"96931","2013-07-20","DFNSE1"
"96932","2013-07-20","DONNA2"
"96933","2013-07-20","J3T"
"96934","2013-07-20","DTR33"
"96935","2013-07-20","DVP29"
"96936","2013-07-20","K2MJ"
"96937","2013-07-20","K2YING"
"96938","2013-07-20","704COS"
"96939","2013-07-20","MBLUVN"
"96940","2013-07-20","90YEL"
"96941","2013-07-20","OAKS"
"96942","2013-07-20","SBIOI"
"96943","2013-07-20","SILNTJP2"
"96944","2013-07-20","SILVEY78"
"96945","2013-07-20","SIXBURGH"
"96946","2013-07-20","EWASTE"
"96947","2013-07-20","SKA737"
"96948","2013-07-20","ADKKATE"
"96949","2013-07-20","FALIII"
"96950","2013-07-20","FALLBAK"
"96951","2013-07-20","AM3ATT"
"96952","2013-07-20","FED5MD"
"96953","2013-07-20","ANTGIGI"
"96954","2013-07-20","SSQ21"
"96955","2013-07-20","STEVES67"
"96956","2013-07-20","ARTIST1"
"96957","2013-07-20","FROGI"
"96958","2013-07-20","BACUXPTU"
"96959","2013-07-20","FYRFLY"
"96960","2013-07-20","BARISTER"
"96961","2013-07-20","TESHIA"
"96962","2013-07-20","TEXGIRL"
"96963","2013-07-20","GLDNLUVR"
"96964","2013-07-20","GOBRITGO"
"96965","2013-07-20","BILLYH26"
"96966","2013-07-20","BIP"
"96967","2013-07-20","TMJANA"
"96968","2013-07-20","TOPSOUND"
"96969","2013-07-20","TPLUMBER"
"96970","2013-07-20","TUTODEP"
"96971","2013-07-20","CAPULCU"
"96972","2013-07-20","CATBABES"
"96973","2013-07-20","HYPNOTEQ"
"96974","2013-07-20","CH1NO88"
"96975","2013-07-20","WARP12"
"96976","2013-07-20","CMS711"
"96977","2013-07-20","WLFLT"
"96978","2013-07-20","WNDRLST"
"96979","2013-07-20","IRONDOOR"
"96980","2013-07-20","CRUZCURE"
"96981","2013-07-20","ITSTRIP"
"96982","2013-07-20","CUCUBIRD"
"96983","2013-07-20","YKS224"
"96984","2013-07-20","DEMARI"
"96985","2013-07-20","ZOMBEGRL"
"96986","2013-07-20","DITNDOT"
"96987","2013-07-20","JOY4US"
"96988","2013-07-20","1LBJ"
"96989","2013-07-20","JUSPAINT"
"96990","2013-07-20","JUSTJAX"
"96991","2013-07-20","DWI666"
"96992","2013-07-20","KCANOE"
"96993","2013-07-20","13MOONS"
"96994","2013-07-20","KENNELUP"
"96995","2013-07-20","KICKRCKS"
"96996","2013-07-20","2DANDEE"
"96997","2013-07-20","KRAWL"
"96998","2013-07-20","LAPLATA"
"96999","2013-07-20","LARCENIA"
"97000","2013-07-20","LAZYBUM"
"97001","2013-07-20","LEASACAR"
"97002","2013-07-20","LESSTALK"
"97003","2013-07-20","LIKEMY65"
"97004","2013-07-20","4MNE"
"97005","2013-07-20","LOVEHAIR"
"97006","2013-07-20","LOVOI2"
"97007","2013-07-20","42YNKEE"
"97008","2013-07-20","LV4HCKY"
"97009","2013-07-20","MASTODON"
"97010","2013-07-20","MATTJR42"
"97011","2013-07-20","MEGLIO6"
"97012","2013-07-20","MIKES99"
"97013","2013-07-20","MONTAB"
"97014","2013-07-20","MRCOLE1"
"97015","2013-07-20","MSPD6"
"97016","2013-07-20","NYKATE"
"97017","2013-07-20","N9787C"
"97018","2013-07-20","OC3609"
"97019","2013-07-20","OWLNCAT"
"97020","2013-07-20","PAINTTER"
"97021","2013-07-20","PAPAFIZZ"
"97022","2013-07-20","PAYMNTS"
"97023","2013-07-20","POGO1"
"97024","2013-07-20","POOLGRL"
"97025","2013-07-20","PREMEMOM"
"97026","2013-07-20","PSLM119"
"97027","2013-07-20","PUGPLUTO"
"97028","2013-07-20","RAMFAN1"
"97029","2013-07-20","RASCOE5"
"97030","2013-07-20","RDM8694"
"97031","2013-07-20","SAYWADUP"
"97032","2013-07-20","SCROOGES"
"97033","2013-07-20","SCV12"
"97034","2013-07-20","SELCOUTH"
"97035","2013-07-20","SFRJYU"
"97036","2013-07-20","LOLIFE"
"97037","2013-07-23","SYSIFS"
"97038","2013-07-23","TTORCH"
"97039","2013-07-23","HALSAZ"
"97040","2013-07-23","HDCHPR"
"97041","2013-07-23","HD4ESQ"
"97042","2013-07-23","USA111"
"97043","2013-07-23","HOGLYF"
"97044","2013-07-23","C702"
"97045","2013-07-23","YOBOO"
"97046","2013-07-23","KAPHA"
"97047","2013-07-23","MISSKT"
"97048","2013-07-23","REGAN5"
"97049","2013-07-23","SUSN"
"97050","2013-07-23","TRUSTE"
"97051","2013-07-23","BQ25"
"97052","2013-07-23","HERS6"
"97053","2013-07-23","VLT3"
"97054","2013-07-23","WB1FFI"
"97055","2013-07-23","ILANDR"
"97056","2013-07-23","CM1019"
"97057","2013-07-23","COWBLL"
"97058","2013-07-23","JAWSDR"
"97059","2013-07-23","DINERO"
"97060","2013-07-23","JUAN05"
"97061","2013-07-23","KGFRRY"
"97062","2013-07-23","20TH"
"97063","2013-07-23","LWNY"
"97064","2013-07-23","791AA"
"97065","2013-07-23","NB2A"
"97066","2013-07-23","ND63"
"97067","2013-07-23","P1334"
"97068","2013-07-23","RAFCPA"
"97069","2013-07-23","RCPLV"
"97070","2013-07-23","SJG6699"
"97071","2013-07-23","SOULGLO"
"97072","2013-07-23","ALWSCRYN"
"97073","2013-07-23","SPEWWCO2"
"97074","2013-07-23","SRTPWR"
"97075","2013-07-23","APATBI"
"97076","2013-07-23","FF1NRA"
"97077","2013-07-23","FILLY10"
"97078","2013-07-23","SUNCHIP"
"97079","2013-07-23","AV1L3S"
"97080","2013-07-23","BAENG"
"97081","2013-07-23","BARN4LA"
"97082","2013-07-23","BEARSBUG"
"97083","2013-07-23","BEHIYE1"
"97084","2013-07-23","GIGLIO4"
"97085","2013-07-23","THEBLING"
"97086","2013-07-23","THEMALL"
"97087","2013-07-23","GJTUT"
"97088","2013-07-23","GLMRGRL"
"97089","2013-07-23","BH4PPY"
"97090","2013-07-23","THTALTMA"
"97091","2013-07-23","THUNDR69"
"97092","2013-07-23","GOM3Z"
"97093","2013-07-23","BK1930"
"97094","2013-07-23","BLISAMO"
"97095","2013-07-23","BLKBEAR3"
"97096","2013-07-23","TOWBOATS"
"97097","2013-07-23","TRSPONY"
"97098","2013-07-23","TUNATANK"
"97099","2013-07-23","TWERK"
"97100","2013-07-23","HAMSA18"
"97101","2013-07-23","CALM"
"97102","2013-07-23","CAMEN1"
"97103","2013-07-23","CAM72765"
"97104","2013-07-23","CFIRE07"
"97105","2013-07-23","CHILLIE"
"97106","2013-07-23","CHUBROC"
"97107","2013-07-23","WASIFQ"
"97108","2013-07-23","ILCUL8R"
"97109","2013-07-23","WHTSTANG"
"97110","2013-07-23","WILD57"
"97111","2013-07-23","CONCEPT"
"97112","2013-07-23","COOL13"
"97113","2013-07-23","WLDWEST"
"97114","2013-07-23","WPH1979"
"97115","2013-07-23","CRISOLAS"
"97116","2013-07-23","CRX143"
"97117","2013-07-23","JACKED7"
"97118","2013-07-23","DADSGURL"
"97119","2013-07-23","YELJCKT"
"97120","2013-07-23","JIM74MG"
"97121","2013-07-23","JLC5566"
"97122","2013-07-23","JLEV"
"97123","2013-07-23","DIVEGRL"
"97124","2013-07-23","07ELENOR"
"97125","2013-07-23","JONG"
"97126","2013-07-23","JSMRYJ"
"97127","2013-07-23","DUCM696"
"97128","2013-07-23","KIM23"
"97129","2013-07-23","KOODMIKE"
"97130","2013-07-23","2JBL"
"97131","2013-07-23","END"
"97132","2013-07-23","2THINGS"
"97133","2013-07-23","K14"
"97134","2013-07-23","K8"
"97135","2013-07-23","LAW6"
"97136","2013-07-23","LC77"
"97137","2013-07-23","3CPO"
"97138","2013-07-23","LEGACY26"
"97139","2013-07-23","LINKIN"
"97140","2013-07-23","4DANTES"
"97141","2013-07-23","LIV4LAX"
"97142","2013-07-23","LIWOODY"
"97143","2013-07-23","4RITA"
"97144","2013-07-23","5POINT1"
"97145","2013-07-23","50GOT2GO"
"97146","2013-07-23","LUVBUGE"
"97147","2013-07-23","LUVTRUK"
"97148","2013-07-23","LVZOGS94"
"97149","2013-07-23","MADE2LUV"
"97150","2013-07-23","67MUMBUG"
"97151","2013-07-23","68KR"
"97152","2013-07-23","70IYA"
"97153","2013-07-23","MBRVC94"
"97154","2013-07-23","MIMISBNZ"
"97155","2013-07-23","MINIMOEY"
"97156","2013-07-23","MKVIGLI"
"97157","2013-07-23","MONTAUQ"
"97158","2013-07-23","MRTOES"
"97159","2013-07-23","MSMOVIE"
"97160","2013-07-23","MYSCOTTY"
"97161","2013-07-23","MY3ATTYS"
"97162","2013-07-23","NOP8NCE"
"97163","2013-07-23","NYY44EVR"
"97164","2013-07-23","ORANGFAN"
"97165","2013-07-23","PAPAGUS"
"97166","2013-07-23","PAVING"
"97167","2013-07-23","PEPEB"
"97168","2013-07-23","PJALLEN"
"97169","2013-07-23","PKONLG"
"97170","2013-07-23","QUIET"
"97171","2013-07-23","RAAO"
"97172","2013-07-23","RBTILE"
"97173","2013-07-23","RNGRMOM"
"97174","2013-07-23","RUMBERO"
"97175","2013-07-23","SAMROX"
"97176","2013-07-23","SHAH514"
"97177","2013-07-23","BEKNOZ"
"97178","2013-07-23","BOTIE"
"97179","2013-07-23","P3RRY"
"97180","2013-07-24","FONG"
"97181","2013-07-24","BIGEDE"
"97182","2013-07-24","CDDOMA"
"97183","2013-07-24","DNA527"
"97184","2013-07-24","2CHANZ"
"97185","2013-07-24","5BAIN"
"97186","2013-07-24","71BSA"
"97187","2013-07-24","AA2FZ"
"97188","2013-07-24","SIND"
"97189","2013-07-24","SKJK"
"97190","2013-07-24","ALLDAY"
"97191","2013-07-24","GGPAPA"
"97192","2013-07-24","BIZLAB"
"97193","2013-07-24","CARLA"
"97194","2013-07-24","CJM55"
"97195","2013-07-24","IML888"
"97196","2013-07-24","IW1N"
"97197","2013-07-24","DAS11"
"97198","2013-07-24","DEAMG"
"97199","2013-07-24","03SVT"
"97200","2013-07-24","DJ1"
"97201","2013-07-24","JOWIE"
"97202","2013-07-24","LEPIN"
"97203","2013-07-24","45OCN"
"97204","2013-07-24","77SGTG"
"97205","2013-07-24","999BFG"
"97206","2013-07-24","MSUNED"
"97207","2013-07-24","MUBBIE"
"97208","2013-07-24","NCPR"
"97209","2013-07-24","NIC501"
"97210","2013-07-24","NODOLN"
"97211","2013-07-24","RECON6"
"97212","2013-07-24","RO090"
"97213","2013-07-24","SDL07"
"97214","2013-07-24","EVLSRT8"
"97215","2013-07-24","EWART1"
"97216","2013-07-24","SKIADKS"
"97217","2013-07-24","SPUDDY"
"97218","2013-07-24","SRE"
"97219","2013-07-24","APEXI"
"97220","2013-07-24","APPRRUS"
"97221","2013-07-24","AQUAVA"
"97222","2013-07-24","STY2000"
"97223","2013-07-24","ST11"
"97224","2013-07-24","FOOTIE"
"97225","2013-07-24","SUMRR1DE"
