,date,plate,outcome
47,2010-11-24,LMFAO,rejected
48,2010-11-25,BPVAS,rejected
49,2010-11-27,VYVYYVYV,rejected
50,2010-11-27,NW911,rejected
51,2010-11-27,CAMLTOW,rejected
52,2010-11-30,M04JR,rejected
53,2010-11-30,BAD2SS,rejected
54,2010-11-30,MOEFO,rejected
55,2010-12-01,VAFFNCLO,rejected
56,2010-12-04,OI1100IO,rejected
57,2010-12-09,NOFATCKZ,rejected
58,2010-12-09,MYC00LZ,rejected
59,2010-12-09,LIM88888,rejected
60,2010-12-10,FMLYJULZ,rejected
61,2010-12-11,PZZOFF,rejected
62,2010-12-14,USMCSNPR,rejected
63,2010-12-14,MJ0LLNIR,rejected
64,2010-12-15,FENZO,rejected
65,2010-12-17,STUGOTS6,rejected
66,2010-12-17,NYCMOFO,rejected
67,2010-12-17,AHOSTAGE,rejected
68,2010-12-18,T4ISAAC,rejected
69,2010-12-18,FAKYU2,rejected
70,2010-12-18,M000C0W,rejected
71,2010-12-21,IROFLMAO,rejected
72,2010-12-22,LUVN69,rejected
73,2010-12-23,TN03,rejected
74,2010-12-25,NPH1978,rejected
75,2010-12-28,FTHECAT,rejected
76,2010-12-31,NOMORCAK,rejected
77,2010-12-31,1R00TS,rejected
78,2010-12-31,SCRWMS,rejected
79,2011-01-04,KRICKM,rejected
80,2011-01-06,THER0P,rejected
81,2011-01-06,MRT0DD,rejected
82,2011-01-06,N0RM0N,rejected
83,2011-01-07,P90XNY,rejected
84,2011-01-07,MUDS1UT,rejected
85,2011-01-08,DEVIL2U,rejected
86,2011-01-08,PECKR,rejected
87,2011-01-13,EFNBEAST,rejected
88,2011-01-15,T0RIT0,rejected
89,2011-01-15,M0HIT,rejected
90,2011-01-17,000HFA,rejected
91,2011-01-17,VTL5II,rejected
92,2011-01-21,XXXVXXX,rejected
93,2011-01-22,WWMWMMMW,rejected
94,2011-01-22,NOFATYS,rejected
95,2011-01-22,OOOINK,rejected
96,2011-01-22,XKXXKX,rejected
97,2011-01-22,XIK6O1,rejected
98,2011-01-25,4KNFST,rejected
99,2011-01-27,00IOIIOI,rejected
100,2011-01-29,NUMNUTZ,rejected
101,2011-02-01,Z7Z7Z7,rejected
102,2011-02-01,EFENZO,rejected
103,2011-02-01,FYOU2,rejected
104,2011-02-01,PEN15,rejected
105,2011-02-02,EFFFYOU,rejected
106,2011-02-08,1602327C,rejected
107,2011-02-08,DEERKLLR,rejected
108,2011-02-09,2FNSWT,rejected
109,2011-02-10,R00MII,rejected
110,2011-02-18,QISMYARS,rejected
111,2011-02-18,LAINPIPE,rejected
112,2011-02-19,NUKEM,rejected
113,2011-02-21,IIII111I,rejected
114,2011-02-23,MACH0NE,rejected
115,2011-02-24,5IVEO,rejected
116,2011-02-25,FJURSELF,rejected
117,2011-02-25,IIIIINW8,rejected
118,2011-02-25,BGPMPIN,rejected
119,2011-02-25,HAULAZ,rejected
120,2011-02-26,CHITBOXX,rejected
121,2011-03-01,03HD,rejected
122,2011-03-01,OO1OO,rejected
123,2011-03-02,T5833C,rejected
124,2011-03-03,SNOHOE,rejected
125,2011-03-03,MNM7N9,rejected
126,2011-03-03,1I1I,rejected
127,2011-03-08,L0C01,rejected
128,2011-03-09,STUGOTS5,rejected
129,2011-03-09,BTDTF,rejected
130,2011-03-10,M1LFHNTR,rejected
131,2011-03-15,5NATCH,rejected
132,2011-03-15,FIT,rejected
133,2011-03-15,DAMNNN,rejected
134,2011-03-15,FHYBRDS,rejected
135,2011-03-17,ST2GOTZZ,rejected
136,2011-03-19,USPSSY,rejected
137,2011-03-19,FACAR,rejected
138,2011-03-19,HELLEN,rejected
139,2011-03-19,1L1L1L,rejected
140,2011-03-19,FNB,rejected
141,2011-03-22,FATSSO,rejected
142,2011-03-22,GSSPOT,rejected
143,2011-03-23,ASHOLS,rejected
144,2011-03-24,RCHBIACH,rejected
145,2011-03-25,D0NUT,rejected
146,2011-03-26,EPHYOU,rejected
147,2011-03-26,OHDAAMN,rejected
148,2011-03-26,K1LLNIT,rejected
149,2011-03-26,OSIIIT,rejected
150,2011-03-29,1OVER0,rejected
151,2011-03-29,B10NDY,rejected
152,2011-03-29,FNTXS,rejected
153,2011-03-29,OOO5,rejected
154,2011-03-29,N0TCH,rejected
155,2011-03-30,SLIPITIN,rejected
156,2011-03-30,PENEZ4U2,rejected
157,2011-03-30,HMA1010,rejected
158,2011-03-30,HMA1032,rejected
159,2011-03-30,HMA1014,rejected
160,2011-03-30,HMA1046,rejected
161,2011-03-30,HMA1034,rejected
162,2011-03-31,OO11,rejected
163,2011-04-01,V8LMAO,rejected
164,2011-04-02,0GR8,rejected
165,2011-04-05,1200NTO,rejected
166,2011-04-05,SPANKEDU,rejected
167,2011-04-05,LIMBAUGH,rejected
168,2011-04-09,ZKZKZKZK,rejected
169,2011-04-09,ILAHOE,rejected
170,2011-04-09,BSNEMTP,rejected
171,2011-04-09,OSKUNT,rejected
172,2011-04-12,IOIXIOI,rejected
173,2011-04-12,IMSOODTF,rejected
174,2011-04-12,DBLE0H7,rejected
175,2011-04-12,PRCK13,rejected
176,2011-04-15,ORGAZSSM,rejected
177,2011-04-15,H0LLYW0D,rejected
178,2011-04-15,DUC1T,rejected
179,2011-04-15,GA80R,rejected
180,2011-04-15,ILUVSX,rejected
181,2011-04-15,2O2ONY,rejected
182,2011-04-15,HOVLANE,rejected
183,2011-04-19,IAMDTF,rejected
184,2011-04-19,BADASCRX,rejected
185,2011-04-21,911SUVR,rejected
186,2011-04-21,AUT0B0T,rejected
187,2011-04-21,WOOPAS,rejected
188,2011-04-22,2GRLS1CP,rejected
189,2011-04-22,OLDMAN0,rejected
190,2011-04-23,WWTTFF,rejected
191,2011-04-23,FATAZ9,rejected
192,2011-04-23,0HR218,rejected
193,2011-04-27,WAXQUEEN,rejected
194,2011-04-27,RFLMAO,rejected
195,2011-04-27,0VER100,rejected
196,2011-04-28,U1HA8TER,rejected
197,2011-04-28,OQOQOQ,rejected
198,2011-04-29,THTB10ND,rejected
199,2011-04-29,CANUK,rejected
200,2011-04-30,DILLIGAC,rejected
201,2011-05-04,ME0WBABY,rejected
202,2011-05-04,0ILG,rejected
203,2011-05-05,0PTO012,rejected
204,2011-05-05,SPOILD69,rejected
205,2011-05-05,O1LUV,rejected
206,2011-05-05,MYBONR,rejected
207,2011-05-06,TOSH1,rejected
208,2011-05-06,1DIV0,rejected
209,2011-05-06,ROLL0UT,rejected
210,2011-05-07,T6616021,rejected
211,2011-05-10,0MATA0,rejected
212,2011-05-10,FYCN,rejected
213,2011-05-10,AA21803,rejected
214,2011-05-10,IIII1I,rejected
215,2011-05-10,III1II,rejected
216,2011-05-10,JD69ME,rejected
217,2011-05-11,Z2Z2Z2Z2,rejected
218,2011-05-11,JCOO7,rejected
219,2011-05-12,PSSSSSSI,rejected
220,2011-05-12,FUN,rejected
221,2011-05-12,YYVYVY,rejected
222,2011-05-12,N03M1,rejected
223,2011-05-12,TB0ALN,rejected
224,2011-05-12,BMW65O,rejected
225,2011-05-13,OOO1961,rejected
226,2011-05-14,Z0SICK,rejected
227,2011-05-14,M00VE,rejected
228,2011-05-14,H0T07,rejected
229,2011-05-17,SHAGONE,rejected
230,2011-05-18,2FINQUIK,rejected
231,2011-05-18,5UKM30FF,rejected
232,2011-05-18,AREUDTF,rejected
233,2011-05-19,BADA55GT,rejected
234,2011-05-20,0P3NITUP,rejected
235,2011-05-21,SNFMYBLZ,rejected
236,2011-05-21,PHQU,rejected
237,2011-05-21,SN0MAN,rejected
238,2011-05-24,XKXXKXKX,rejected
239,2011-05-24,8B88BB8B,rejected
240,2011-05-24,HELONHLZ,rejected
241,2011-05-24,IL1ILIL1,rejected
242,2011-05-25,TBAGGER,rejected
243,2011-05-25,FO1,rejected
244,2011-05-26,XXKCNYXX,rejected
245,2011-05-26,0GRUMPY1,rejected
246,2011-05-26,9IIEMS,rejected
247,2011-05-28,1MEAN5O,rejected
248,2011-05-28,RTCOM,rejected
249,2011-05-28,IHAT3U,rejected
250,2011-05-30,JULAND,rejected
251,2011-05-30,W14O,rejected
252,2011-06-04,XOXNYXOX,rejected
253,2011-06-07,R0NE,rejected
254,2011-06-08,LMFAOO,rejected
255,2011-06-10,FLATU8,rejected
256,2011-06-11,BEEOTCCH,rejected
257,2011-06-11,BAFNGULE,rejected
258,2011-06-11,QQQOQO,rejected
259,2011-06-14,AMITAFU,rejected
260,2011-06-15,R00M2O6,rejected
261,2011-06-15,O2BRIEF,rejected
262,2011-06-16,EMT10N1,rejected
263,2011-06-16,DI77IG8F,rejected
264,2011-06-16,M0L0VE,rejected
265,2011-06-21,FONGOLE,rejected
266,2011-06-21,IF0NLY,rejected
267,2011-06-21,SICK69,rejected
268,2011-06-21,DAAMN,rejected
269,2011-06-21,NYFOP,rejected
270,2011-06-22,HY2HEL,rejected
271,2011-06-23,FR0MDAD,rejected
272,2011-06-24,WISEA55,rejected
273,2011-06-24,SMRTA55,rejected
274,2011-06-25,SUPV911,rejected
275,2011-06-28,ML0NGO,rejected
276,2011-06-28,I696969I,rejected
277,2011-06-28,IMLMFAO,rejected
278,2011-06-28,R0G3R,rejected
279,2011-06-29,2FQNFAST,rejected
280,2011-06-29,STOPBCHN,rejected
281,2011-06-29,FNICON,rejected
282,2011-06-30,J3WLAND,rejected
283,2011-07-02,INF1DEL,rejected
284,2011-07-06,UGOTFD,rejected
285,2011-07-07,FBOM,rejected
286,2011-07-07,PHONGOUL,rejected
287,2011-07-09,B10NDE1,rejected
288,2011-07-12,FPEACE,rejected
289,2011-07-12,BAD50H,rejected
290,2011-07-13,TREEL0VR,rejected
291,2011-07-13,0NT30RA,rejected
292,2011-07-13,TAYAB00,rejected
293,2011-07-13,N1TE0WL,rejected
294,2011-07-13,FRIGGIT,rejected
295,2011-07-13,INU,rejected
296,2011-07-15,Z0SOSICK,rejected
297,2011-07-16,ANOYNKDZ,rejected
298,2011-07-16,6T9HER,rejected
299,2011-07-16,LMVO,rejected
300,2011-07-19,2PHARTS,rejected
301,2011-07-19,SBMF,rejected
302,2011-07-22,KTC69,rejected
303,2011-07-22,B4D4SS,rejected
304,2011-07-23,FORKQQ,rejected
305,2011-07-26,URN8,rejected
306,2011-07-26,911SGT,rejected
307,2011-07-26,MPGLMAO,rejected
308,2011-07-26,TTSAAS,rejected
309,2011-07-27,IM0N1,rejected
310,2011-07-27,BIPOLA,rejected
311,2011-07-28,WHI10INC,rejected
312,2011-07-28,IEFNROCK,rejected
313,2011-07-28,2O51,rejected
314,2011-07-29,0H58WYF,rejected
315,2011-08-02,VAS1379,rejected
316,2011-08-02,24KNFAST,rejected
317,2011-08-05,88E88888,rejected
318,2011-08-05,88B88888,rejected
319,2011-08-06,BCHMOBL,rejected
320,2011-08-06,BADBCH,rejected
321,2011-08-06,FECKIT,rejected
322,2011-08-11,AHHCRAP,rejected
323,2011-08-11,G0NYY,rejected
324,2011-08-13,666DEVIL,rejected
325,2011-08-13,JUSTLMAO,rejected
326,2011-08-16,BON3R,rejected
327,2011-08-17,LMFAO88,rejected
328,2011-08-18,IMABASTR,rejected
329,2011-08-19,PFB3778,rejected
330,2011-08-20,XXXVXXX,rejected
331,2011-08-20,FNHARD,rejected
332,2011-08-23,F0RDL0RD,rejected
333,2011-08-27,BB88B8,rejected
334,2011-08-30,0LIFE0,rejected
335,2011-08-30,M3MXMXM3,rejected
336,2011-08-30,IMAMILF,rejected
337,2011-08-30,KSMYSS,rejected
338,2011-08-31,DNTFWME,rejected
339,2011-09-01,MMNMNM,rejected
340,2011-09-02,B1G0,rejected
341,2011-09-05,GRYGOOSE,rejected
342,2011-09-07,MURFFY,rejected
343,2011-09-07,MONO0426,rejected
344,2011-09-08,FYOU40,rejected
345,2011-09-10,K9233201,rejected
346,2011-09-13,BLWM3,rejected
347,2011-09-14,KISMYAS,rejected
348,2011-09-14,JOESHOE,rejected
349,2011-09-16,00XIV,rejected
350,2011-09-17,0H5H1T,rejected
351,2011-09-17,PD2O8,rejected
352,2011-09-20,CAPO02,rejected
353,2011-09-21,NYP9K,rejected
354,2011-09-23,TOI2134C,rejected
355,2011-09-23,H311YA,rejected
356,2011-09-23,OV0169,rejected
357,2011-09-24,FORKIT2,rejected
358,2011-09-24,KWIKHOE,rejected
359,2011-09-24,UR6IM9,rejected
360,2011-09-27,0TO360,rejected
361,2011-09-27,SF00,rejected
362,2011-09-27,ACCPC0,rejected
363,2011-09-30,NI99APLZ,rejected
364,2011-09-30,HI2AHATR,rejected
365,2011-10-01,OOGATZ,rejected
366,2011-10-04,004NYC,rejected
367,2011-10-07,OHSHHHIT,rejected
368,2011-10-08,007QQQ,rejected
369,2011-10-08,00K9,rejected
370,2011-10-14,T2012C,rejected
371,2011-10-19,0PT1MIST,rejected
372,2011-10-19,DANALGIA,rejected
373,2011-10-19,FNJETS,rejected
374,2011-10-20,BAMFSS,rejected
375,2011-10-25,LCKMYBLS,rejected
376,2011-10-25,BAD2SS,rejected
377,2011-10-26,1BDASVAN,rejected
378,2011-10-26,RDOG4,rejected
379,2011-10-26,147H0G,rejected
380,2011-10-27,Z370Z,rejected
381,2011-10-28,MWMMMMWM,rejected
382,2011-10-29,I11II1,rejected
383,2011-11-03,TARDIS4O,rejected
384,2011-11-03,SCO68,rejected
385,2011-11-03,0IIII0,rejected
386,2011-11-04,PUCKIT,rejected
387,2011-11-04,HAPYB1CH,rejected
388,2011-11-10,PPOMBP,rejected
389,2011-11-11,HAILS8N,rejected
390,2011-11-11,BENZ0VA,rejected
391,2011-11-15,YOUBADAS,rejected
392,2011-11-15,URINEABX,rejected
393,2011-11-19,BEAST00,rejected
394,2011-11-22,W0LFPAC1,rejected
395,2011-11-22,ROCK5LUT,rejected
396,2011-11-22,FAAQNY,rejected
397,2011-11-23,0N3BADMF,rejected
398,2011-11-24,P00HBEAR,rejected
399,2011-11-24,OMFGFML,rejected
400,2011-11-24,FFANCULO,rejected
401,2011-11-24,GTFO,rejected
402,2011-11-29,PHARTED,rejected
403,2011-11-29,BUSTMYAS,rejected
404,2011-11-30,LMAOIAM,rejected
405,2011-12-01,L3G10N,rejected
406,2011-12-01,IBO0O,rejected
407,2011-12-02,II1111II,rejected
408,2011-12-03,KS66581,rejected
409,2011-12-08,72126BL,rejected
410,2011-12-08,70442O,rejected
411,2011-12-08,FNFCSD,rejected
412,2011-12-10,VYVYVVYV,rejected
413,2011-12-10,BLU3BALZ,rejected
414,2011-12-13,00LIE,rejected
415,2011-12-13,OH5HIFT,rejected
416,2011-12-15,PRESSNYC,rejected
417,2011-12-20,V0DKA1,rejected
418,2011-12-21,SHESAHOE,rejected
419,2011-12-21,OO003,rejected
420,2011-12-21,1OSS,rejected
421,2011-12-22,VAS911,rejected
422,2011-12-22,K888888,rejected
423,2011-12-24,00ROYALS,rejected
424,2011-12-24,PERSUEIT,rejected
425,2011-12-26,SHMUNDIE,rejected
426,2011-12-28,BOATNHOE,rejected
427,2011-12-28,KIDZ11,rejected
428,2011-12-30,FLPOOOO,rejected
429,2011-12-31,MYPEPE,rejected
430,2012-01-02,0360DGRZ,rejected
431,2012-01-02,CHICO0,rejected
432,2012-01-05,FAKYOU,rejected
433,2012-01-06,0UTT1E,rejected
434,2012-01-07,FBGMONEY,rejected
435,2012-01-07,CUINL,rejected
436,2012-01-10,R00KIES,rejected
437,2012-01-10,AKQJI0,rejected
438,2012-01-13,WYTPWER,rejected
439,2012-01-14,YOUDTF,rejected
440,2012-01-14,DAMMG,rejected
441,2012-01-18,RATEDR69,rejected
442,2012-01-19,B8888B,rejected
443,2012-01-20,JOYJUICE,rejected
444,2012-01-24,00RANGE,rejected
445,2012-01-24,HI0FCER,rejected
446,2012-01-26,YX0XL0,rejected
447,2012-01-26,HHH888,rejected
448,2012-01-27,SSS5555,rejected
449,2012-01-28,WELHNG,rejected
450,2012-01-31,4KNZEXY,rejected
451,2012-02-01,IGOHARD2,rejected
452,2012-02-02,ASKCKER,rejected
453,2012-02-03,NYCEMT,rejected
454,2012-02-04,BRKMOFO,rejected
455,2012-02-04,NY1180,rejected
456,2012-02-07,MAKSUWET,rejected
457,2012-02-07,IWNT269U,rejected
458,2012-02-07,GK1O88,rejected
459,2012-02-10,VAS624,rejected
460,2012-02-14,00FRC,rejected
461,2012-02-14,PUSYLIQR,rejected
462,2012-02-14,FONGOL,rejected
463,2012-02-15,TBI1CH,rejected
464,2012-02-15,HAT3RS,rejected
465,2012-02-15,NEKLR,rejected
466,2012-02-16,CRAZB1TC,rejected
467,2012-02-16,O711,rejected
468,2012-02-17,SGT0,rejected
469,2012-02-17,IMSTIFF,rejected
470,2012-02-17,SBO1,rejected
471,2012-02-17,T0N1CE,rejected
472,2012-02-22,PITHOFF,rejected
473,2012-02-24,BADBICH,rejected
474,2012-02-25,1B1GMOFO,rejected
475,2012-02-25,O44,rejected
476,2012-02-28,FXKYOU,rejected
477,2012-02-28,00C5,rejected
478,2012-02-29,OUIJESUS,rejected
479,2012-03-03,OIIIOGP,rejected
480,2012-03-03,OGOOMBA,rejected
481,2012-03-03,GOOMBAO,rejected
482,2012-03-03,FN2RD,rejected
483,2012-03-03,FRACIT,rejected
484,2012-03-03,O72252,rejected
485,2012-03-06,TOB1229C,rejected
486,2012-03-06,MLFHNTR,rejected
487,2012-03-08,CBSNEWS,rejected
488,2012-03-09,UPPHED,rejected
489,2012-03-09,ETU9O1,rejected
490,2012-03-10,062289AA,rejected
491,2012-03-10,AHSIT,rejected
492,2012-03-10,WANA69,rejected
493,2012-03-13,1903A3,rejected
494,2012-03-13,MD86699,rejected
495,2012-03-13,MOFIYA,rejected
496,2012-03-16,XXX69XXX,rejected
497,2012-03-16,00HGOSH,rejected
498,2012-03-16,FTHEJETS,rejected
499,2012-03-20,060BE4U,rejected
500,2012-03-20,Z7777777,rejected
501,2012-03-20,PLZBE18,rejected
502,2012-03-20,MURD3RED,rejected
503,2012-03-21,PANTYDRP,rejected
504,2012-03-21,ORASLEX,rejected
505,2012-03-21,L000001J,rejected
506,2012-03-21,HALNAS,rejected
507,2012-03-22,VJUD0,rejected
508,2012-03-23,BAADAS,rejected
509,2012-03-24,BB88B88B,rejected
510,2012-03-24,EVIL69,rejected
511,2012-03-27,0X2A,rejected
512,2012-03-27,0VMAX6,rejected
513,2012-03-28,REDNECK0,rejected
514,2012-03-28,MEGABYCH,rejected
515,2012-03-28,HII1II,rejected
516,2012-03-29,T92390IC,rejected
517,2012-03-29,SALSHO,rejected
518,2012-03-29,0UC0,rejected
519,2012-03-30,68NDIOU1,rejected
520,2012-03-30,MUTIL8,rejected
521,2012-03-31,WDBTCHR,rejected
522,2012-03-31,UZIMOHO,rejected
523,2012-03-31,WETDCK,rejected
524,2012-03-31,ONOOO,rejected
525,2012-04-03,RUMCOLA,rejected
526,2012-04-03,LOWM3,rejected
527,2012-04-04,T11RR37C,rejected
528,2012-04-04,TAXICAB,rejected
529,2012-04-04,JVO007,rejected
530,2012-04-04,0BMC20,rejected
531,2012-04-04,MUERTA,rejected
532,2012-04-05,YNOT00,rejected
533,2012-04-05,HLUM0127,rejected
534,2012-04-06,JACKDNLS,rejected
535,2012-04-07,STROKNIT,rejected
536,2012-04-07,NICEAS5,rejected
537,2012-04-07,B88BB88B,rejected
538,2012-04-07,BDK00,rejected
539,2012-04-10,W16196OC,rejected
540,2012-04-10,UZMOHO,rejected
541,2012-04-10,00SD00,rejected
542,2012-04-11,PANTDRPR,rejected
543,2012-04-12,357COLT,rejected
544,2012-04-12,C00LJ,rejected
545,2012-04-14,URANNUS,rejected
546,2012-04-14,UHATING,rejected
547,2012-04-17,0SURAJ0,rejected
548,2012-04-17,GET1WET,rejected
549,2012-04-17,JLIT0,rejected
550,2012-04-18,STOOGOTS,rejected
551,2012-04-19,AA220689,rejected
552,2012-04-20,VAS60,rejected
553,2012-04-21,T0PTT,rejected
554,2012-04-24,FYREARMZ,rejected
555,2012-04-24,JACKDANL,rejected
556,2012-04-24,EMTF35,rejected
557,2012-04-24,DRTYPG,rejected
558,2012-04-24,HEYTER,rejected
559,2012-04-24,LMFAO01,rejected
560,2012-04-25,WHISKY,rejected
561,2012-04-25,DCKHD,rejected
562,2012-04-26,AWWSIIT,rejected
563,2012-04-27,FONGHOOL,rejected
564,2012-04-27,11I1I1,rejected
565,2012-04-28,G0JIRA,rejected
566,2012-04-28,MYFNOLDS,rejected
567,2012-04-28,SCRW48,rejected
568,2012-05-01,TAXIIIII,rejected
569,2012-05-01,OIIOIOOI,rejected
570,2012-05-01,HIHA8TER,rejected
571,2012-05-01,ASHOL,rejected
572,2012-05-03,US2OI2,rejected
573,2012-05-04,OHHSHET,rejected
574,2012-05-04,CAMELTOE,rejected
575,2012-05-09,EF0FF,rejected
576,2012-05-09,MOFIYA,rejected
577,2012-05-12,LMAOMPG,rejected
578,2012-05-12,24KCV0,rejected
579,2012-05-15,S0POGI,rejected
580,2012-05-16,000GAS,rejected
581,2012-05-16,L8TERHOE,rejected
582,2012-05-16,BIOTCH4,rejected
583,2012-05-17,PIZACHIT,rejected
584,2012-05-17,D00W0P44,rejected
585,2012-05-17,COLT45,rejected
586,2012-05-18,GOFRACK,rejected
587,2012-05-19,YOMONKEY,rejected
588,2012-05-19,AWDTAXI,rejected
589,2012-05-19,G0GOLD,rejected
590,2012-05-22,M00DY00,rejected
591,2012-05-22,UI0I,rejected
592,2012-05-23,UPD1CK,rejected
593,2012-05-23,11I111,rejected
594,2012-05-24,CNK80Q3,rejected
595,2012-05-25,KISSFANI,rejected
596,2012-05-26,CRZ4KNCT,rejected
597,2012-05-28,GR8LAY,rejected
598,2012-05-30,0HHP1Z,rejected
599,2012-05-30,GILF69,rejected
600,2012-05-31,BAMFVETT,rejected
601,2012-06-05,K7539,rejected
602,2012-06-06,WHOOPA55,rejected
603,2012-06-06,YOULLFAP,rejected
604,2012-06-07,11I11,rejected
605,2012-06-08,DINGLBRY,rejected
606,2012-06-08,AK47S,rejected
607,2012-06-09,1BDAS392,rejected
608,2012-06-09,ROADRGE,rejected
609,2012-06-09,LILIIL,rejected
610,2012-06-12,UEFFER,rejected
611,2012-06-12,KISTHISS,rejected
612,2012-06-12,KILASOHC,rejected
613,2012-06-12,EPHYU,rejected
614,2012-06-12,T0FFEE,rejected
615,2012-06-12,A55HLE,rejected
616,2012-06-13,MURDRD,rejected
617,2012-06-13,CHOOTUM,rejected
618,2012-06-14,M2C2O,rejected
619,2012-06-14,LUVA55,rejected
620,2012-06-14,C2M2O,rejected
621,2012-06-15,VAGLOVER,rejected
622,2012-06-15,TOX1C0J,rejected
623,2012-06-15,NUTSAC,rejected
624,2012-06-15,H14169,rejected
625,2012-06-15,NYPI10,rejected
626,2012-06-16,I111III,rejected
627,2012-06-16,AYOBICH,rejected
628,2012-06-16,FOLICE,rejected
629,2012-06-19,SN0WYTE,rejected
630,2012-06-19,KRUT0Y,rejected
631,2012-06-19,49728O,rejected
632,2012-06-20,432IOGO,rejected
633,2012-06-20,HGWY2HEL,rejected
634,2012-06-20,FLTULNT1,rejected
635,2012-06-20,34D4ME,rejected
636,2012-06-20,1O1OO,rejected
637,2012-06-22,00RAISER,rejected
638,2012-06-22,FOFFAHLE,rejected
639,2012-06-22,A55AUTO,rejected
640,2012-06-22,05987S,rejected
641,2012-06-23,0HY3AH,rejected
642,2012-06-23,NEW5O,rejected
643,2012-06-26,STEELFRS,rejected
644,2012-06-26,F4PF4P,rejected
645,2012-06-26,B10HZARD,rejected
646,2012-06-26,BADASBXR,rejected
647,2012-06-26,FORPLY,rejected
648,2012-06-27,O77OS,rejected
649,2012-06-29,MEANFRS,rejected
650,2012-06-30,SHYT2DO,rejected
651,2012-07-04,1IJEW,rejected
652,2012-07-04,0CT26,rejected
653,2012-07-04,EUROWHRE,rejected
654,2012-07-04,EPHYA,rejected
655,2012-07-04,1IJEWW,rejected
656,2012-07-07,UZI4U,rejected
657,2012-07-07,0YEA8MPG,rejected
658,2012-07-07,8TEENPLZ,rejected
659,2012-07-07,JSTADH2O,rejected
660,2012-07-07,BADAS427,rejected
661,2012-07-10,FAPMEMYB,rejected
662,2012-07-10,0RANG3,rejected
663,2012-07-11,PMPCADDY,rejected
664,2012-07-12,VAS1115,rejected
665,2012-07-12,IWNTMILF,rejected
666,2012-07-12,SKUNT,rejected
667,2012-07-13,NYCSEC,rejected
668,2012-07-13,BLESSU,rejected
669,2012-07-14,JUSTFAP,rejected
670,2012-07-14,BEYOTCHH,rejected
671,2012-07-14,SIXT9,rejected
672,2012-07-17,5S55S5S,rejected
673,2012-07-18,FOFFF,rejected
674,2012-07-19,2BAWLZ,rejected
675,2012-07-19,MDOI,rejected
676,2012-07-20,WMWWWWMW,rejected
677,2012-07-20,SSLMFAO,rejected
678,2012-07-20,TI1IT,rejected
679,2012-07-20,LMFAO2,rejected
680,2012-07-21,EMTD192,rejected
681,2012-07-24,KICKAS5,rejected
682,2012-07-26,METHHEAD,rejected
683,2012-07-26,I0U26O,rejected
684,2012-07-26,YO1O,rejected
685,2012-07-28,T2398,rejected
686,2012-07-28,ONESMF,rejected
687,2012-07-31,REDWH1NE,rejected
688,2012-08-01,LICMYBAG,rejected
689,2012-08-01,BVRLIQR,rejected
690,2012-08-01,BACIMYAZ,rejected
691,2012-08-01,NYCI2O,rejected
692,2012-08-03,00THOMAS,rejected
693,2012-08-03,IGOTAP,rejected
694,2012-08-04,NYRTRDED,rejected
695,2012-08-07,KIDLAW,rejected
696,2012-08-07,D1LL1GF,rejected
697,2012-08-07,DNTFWME,rejected
698,2012-08-07,C9232611,rejected
699,2012-08-07,NYMD,rejected
700,2012-08-07,OOUZO2,rejected
701,2012-08-08,CAROOOO,rejected
702,2012-08-08,BADAZVET,rejected
703,2012-08-09,NMWMWN,rejected
704,2012-08-14,MPGLMFAO,rejected
705,2012-08-14,DWIKISS,rejected
706,2012-08-14,MAG44,rejected
707,2012-08-15,ADVNLIMO,rejected
708,2012-08-16,NYWINO,rejected
709,2012-08-16,JRB12O,rejected
710,2012-08-16,8I484,rejected
711,2012-08-18,FORKUU,rejected
712,2012-08-18,OUZOOO,rejected
713,2012-08-21,CEN2999,rejected
714,2012-08-21,BULLSH3T,rejected
715,2012-08-22,NY1ABC,rejected
716,2012-08-22,CUNH11,rejected
717,2012-08-22,4L0V1E,rejected
718,2012-08-23,SKIPUTZM,rejected
719,2012-08-28,SCKMONKY,rejected
720,2012-08-28,LMFAOOOO,rejected
721,2012-08-28,THE69,rejected
722,2012-08-28,MPGFML,rejected
723,2012-08-29,WANKER,rejected
724,2012-08-30,EMS222,rejected
725,2012-08-30,0MOVE0,rejected
726,2012-08-30,MILFS,rejected
727,2012-08-31,UMADHO,rejected
728,2012-08-31,S16003,rejected
729,2012-08-31,HYFR,rejected
730,2012-09-01,NY9188,rejected
731,2012-09-01,ACK1993,rejected
732,2012-09-01,SMALLPP,rejected
733,2012-09-03,REAL5O,rejected
734,2012-09-03,ARMED9,rejected
735,2012-09-05,NYPTM,rejected
736,2012-09-05,G0H0ME8,rejected
737,2012-09-05,FNEDTF,rejected
738,2012-09-07,8B8888B8,rejected
739,2012-09-07,IHAT3MYX,rejected
740,2012-09-07,G0B1LS,rejected
741,2012-09-08,22ZZ222,rejected
742,2012-09-11,TOF911,rejected
743,2012-09-11,B0MERZ,rejected
744,2012-09-12,T613315M,rejected
745,2012-09-12,IHA8U,rejected
746,2012-09-13,BADAS71,rejected
747,2012-09-13,BCUP,rejected
748,2012-09-15,LMFAOXO,rejected
749,2012-09-15,ABCNYT9,rejected
750,2012-09-18,PSONKEN,rejected
751,2012-09-18,BISQUICK,rejected
752,2012-09-19,H1TMAN,rejected
753,2012-09-19,ABCNYT4,rejected
754,2012-09-19,HA8USC,rejected
755,2012-09-20,MD2025,rejected
